Cowid,Time,Status,Herd,Timeassess,LogSCC
10206,321,0,2204,12,3.71
10207,333,0,2205,6,4.8
10208,54,1,2205,5,5.53
10209,321,0,2206,9,3.97
10210,337,0,2207,6,6.63
10211,319,0,2207,10,3.99
10212,337,0,2207,9,2.94
10213,324,0,2207,6,6.27
10214,249,1,2207,12,7.03
10215,324,0,2207,11,3.33
10216,310,0,2208,13,3.89
10217,320,0,2208,14,3.3
10218,327,0,2208,13,4.06
10219,333,0,2208,10,3.37
10220,327,0,2209,6,5.25
10221,339,0,2209,10,5.53
10222,314,0,2209,5,7.17
10223,325,0,2209,7,6.01
10224,331,0,2209,13,4.34
10225,326,0,2209,10,3.69
10226,329,0,2209,10,5.04
10227,333,0,2209,14,4.63
10228,312,0,2209,6,4.25
10229,330,0,2209,5,7.48
10230,312,0,2209,13,3.71
10231,322,1,2210,10,5.69
10232,48,1,2210,13,4.93
10233,315,0,2210,12,4.64
10234,339,0,2210,14,4.14
10235,334,0,2210,6,6.37
10236,316,0,2211,13,5.8
10237,312,0,2211,6,3.93
10238,335,0,2211,7,6.48
10239,332,0,2212,10,4.44
10240,313,0,2212,14,5.54
10241,316,0,2212,12,3.37
10242,339,0,2212,9,5.46
10243,315,0,2212,8,3.95
10244,322,0,2212,5,3.81
10245,334,0,2212,14,3.91
10246,318,0,2213,8,5.64
10247,325,0,2214,7,3.81
10248,312,0,2214,6,6.82
10249,335,0,2214,11,7.18
10250,326,0,2214,6,5.29
10251,186,1,2215,5,6.86
10252,313,0,2215,12,3.76
10253,37,1,2215,5,4.49
10254,303,1,2215,11,3.22
10255,307,1,2215,9,3.14
10256,318,0,2216,14,6.48
10257,312,0,2216,5,3.33
10258,26,1,2217,7,3.69
10259,332,0,2218,8,3.53
10260,318,0,2218,11,5.06
10261,315,0,2218,9,3.97
10262,335,0,2218,5,3.99
10263,328,0,2218,6,3.56
10264,336,0,2219,8,3.26
10265,336,0,2219,5,7.05
10266,319,0,2219,11,3.56
10267,317,0,2219,14,5.72
10268,17,1,2219,6,5.11
10269,333,0,2219,11,4.22
10270,339,0,2220,13,3.18
10271,328,0,2220,5,4.33
10272,323,0,2220,11,6.92
10273,337,0,2220,7,4.39
10274,318,0,2221,5,5.51
10275,121,1,2222,8,5.19
10276,166,1,2222,12,6.47
10277,327,0,2222,12,4.48
10278,335,0,2223,9,4.8
10279,229,1,2223,5,4.62
10280,338,0,2223,7,5.48
10281,315,0,2224,7,5.24
10282,331,0,2225,8,4.01
10283,335,0,2225,5,3.04
10284,329,0,2225,14,4.91
10285,314,0,2225,5,6.94
10286,316,0,2225,10,5.73
10287,310,0,2226,13,4.28
10288,327,0,2227,10,4.44
10289,330,0,2228,8,6.21
10290,312,0,2228,12,3.78
10291,156,1,2229,11,6.46
10292,325,0,2230,13,7.66
10293,330,0,2230,6,6.78
10294,332,0,2230,7,3.47
10295,313,0,2230,13,2.94
10296,337,0,2230,14,4.38
10297,314,0,2230,12,3.76
10298,325,0,2230,7,3.81
10299,311,0,2230,11,3.56
10300,333,0,2231,13,4.64
10301,338,0,2231,7,5.61
10302,334,0,2231,12,3.81
10303,319,0,2232,10,4.78
10304,339,0,2232,7,4.72
10305,136,1,2232,5,5.02
10306,304,1,2233,9,7.46
10307,318,0,2233,6,5.91
10308,338,0,2233,8,5.61
10309,314,0,2234,5,4.04
10310,316,0,2235,14,5.28
10311,333,0,2235,12,4.03
10312,320,0,2235,12,6.71
10313,317,0,2235,6,3.5
10314,2,1,2235,13,4.83
10315,137,1,2235,12,4.45
10316,311,0,2235,12,6.94
10317,254,1,2235,13,5.36
10318,330,0,2235,5,5.74
10319,317,0,2236,13,3.56
10320,318,0,2237,12,5.23
10321,334,0,2237,6,4.26
10322,336,0,2237,8,4.3
10323,320,0,2238,12,3.95
10324,305,1,2238,8,3.58
10325,35,1,2238,14,4.74
10326,337,0,2238,13,6.8
10327,337,0,2238,6,3.78
10328,330,0,2239,14,4.88
10329,332,0,2239,8,6.74
10330,313,0,2239,14,4.41
10331,301,1,2239,9,4.73
10332,311,0,2239,9,5.05
10333,233,1,2240,8,6.42
10334,326,0,2241,7,5.16
10335,330,0,2241,6,4.45
10336,332,0,2241,12,6.06
10337,320,0,2241,10,8.57
10338,319,0,2241,5,5.98
10339,310,0,2242,5,6.09
10340,330,0,2242,14,3.89
10341,227,1,2242,8,4.19
10342,330,0,2243,14,4.14
10343,331,0,2243,9,3.14
10344,318,0,2243,5,6.58
10345,306,1,2243,9,3.85
10346,321,0,2243,10,3.69
10347,101,1,2244,9,5.59
10348,310,0,2244,8,3.81
10349,320,0,2244,5,4.2
10350,329,0,2244,8,4.32
10351,333,0,2244,7,4.11
10352,337,0,2245,5,5.63
10353,328,0,2245,7,5.83
10354,87,1,2245,6,6.27
10355,331,0,2246,11,2.94
10356,326,0,2246,11,3.5
10357,317,0,2246,7,3.99
10358,325,0,2246,9,5.36
10359,339,0,2247,8,4.09
10360,319,0,2247,7,3.89
10361,317,0,2247,7,4.82
10362,335,0,2248,11,7.14
10363,221,1,2248,14,3.53
10364,323,0,2248,7,4.57
10365,315,0,2248,10,6.01
10366,322,0,2248,13,3.4
10367,327,0,2249,6,3.09
10368,314,0,2250,12,4.74
10369,234,1,2250,6,4.78
10370,319,0,2251,7,5.01
10371,320,0,2251,7,3.99
10372,325,0,2251,12,3.53
10373,4,1,2251,9,4.38
10374,331,0,2251,9,5.14
10375,79,1,2251,13,3.76
10376,331,0,2251,12,3.26
10377,323,1,2251,13,3.5
10378,320,0,2251,14,4.22
10379,339,0,2251,10,4.61
10380,338,0,2251,8,4.14
10381,330,0,2252,14,2.83
10382,314,0,2252,6,2.77
10383,329,0,2253,6,5.77
10384,327,0,2253,11,4.79
10385,312,0,2253,11,4.3
10386,322,0,2253,11,5.98
10387,319,0,2253,8,6.37
10388,209,1,2253,6,5.42
10389,324,0,2253,12,3.47
10390,311,0,2254,13,5.38
10391,331,0,2254,14,4.5
10392,302,1,2254,13,4.22
10393,97,1,2254,10,4.49
10394,329,0,2254,14,5.63
10395,317,0,2254,9,3.61
10396,238,1,2254,9,6.81
10397,329,0,2255,11,4.75
10398,324,0,2255,14,5.55
10399,333,0,2255,12,3.76
10400,93,1,2255,6,4.43
10401,329,0,2255,7,4.26
10402,310,0,2255,10,4.87
10403,335,0,2256,8,5.78
10404,338,0,2257,6,4.64
10405,328,0,2257,12,3.3
10406,317,0,2258,9,5.09
10407,315,0,2258,8,4.87
10408,311,0,2258,8,3.78
10409,271,1,2258,10,4.8
10410,314,0,2259,6,4.29
10411,332,0,2260,5,5.86
10412,110,1,2260,10,6.71
10413,321,1,2260,12,4.97
10414,311,0,2261,14,2.64
10415,327,0,2261,6,4.09
10416,316,0,2261,6,3.99
10417,332,0,2261,9,3.56
10418,318,0,2261,12,3
10419,312,0,2262,10,7.14
10420,328,0,2262,10,6.61
10421,310,0,2262,12,3.74
10422,331,0,2262,9,3.95
10423,312,0,2262,10,5.93
10424,314,0,2263,11,5.38
10425,313,0,2264,10,4.29
10426,337,0,2264,9,7.42
10427,131,1,2265,11,3.78
10428,101,1,2265,11,4.2
10429,336,0,2265,14,4.49
10430,327,0,2265,9,6.82
10431,103,1,2265,9,5.3
10432,28,1,2266,13,3.22
10433,332,0,2266,9,4.91
10434,338,0,2266,5,6.63
10435,321,0,2267,11,6.51
10436,317,0,2267,13,8
10437,98,1,2267,11,4.32
10438,189,1,2268,7,3.74
10439,334,0,2268,12,3
10440,331,0,2268,7,3.5
10441,310,0,2268,6,3.71
10442,292,1,2268,9,5.27
10443,335,0,2268,9,3.5
10444,312,1,2269,13,3.99
10445,191,1,2270,6,5.15
10446,311,0,2270,5,5.72
10447,331,0,2270,14,2.89
10448,323,0,2271,9,3.93
10449,323,0,2271,11,6.43
10450,333,0,2272,9,5.53
10451,334,0,2272,5,6.11
10452,187,1,2272,8,3.58
10453,327,0,2272,7,4.09
10454,317,0,2272,10,4.22
10455,188,1,2273,9,4.5
10456,324,0,2273,6,5.39
10457,337,0,2273,10,4.06
10458,326,0,2273,10,6.48
10459,331,0,2274,13,4.47
10460,315,0,2274,9,7.05
10461,326,0,2275,7,5.25
10462,326,0,2275,7,3.47
10463,330,1,2275,8,7.35
10464,314,0,2276,9,4.3
10465,328,0,2276,7,5.02
10466,333,0,2277,7,3.74
10467,28,1,2277,14,3.4
10468,339,0,2277,11,3.78
10469,169,1,2277,14,4.57
10470,89,1,2277,7,3.5
10471,335,0,2277,10,2.83
10472,318,0,2277,13,3.3
10473,321,1,2278,14,6.64
10474,331,0,2278,8,5.81
10475,204,1,2278,5,4.86
10476,311,0,2278,9,6.95
10477,40,1,2279,7,5.02
10478,332,0,2279,10,3.26
10479,89,1,2280,14,5.61
10480,337,0,2280,9,4.01
10481,337,0,2280,9,4.8
10482,337,0,2280,12,4.65
10483,313,0,2280,12,3.3
10484,328,0,2280,14,2.89
10485,317,0,2280,13,4.82
10486,143,1,2280,10,4.76
10487,329,0,2280,13,2.89
10488,316,0,2281,8,5.6
10489,311,0,2282,12,3.18
10490,310,1,2282,13,3.14
10491,323,0,2282,11,3.56
10492,336,0,2282,14,4.54
10493,311,0,2282,7,5
10494,315,0,2282,8,4.2
10495,328,0,2282,10,5.68
10496,311,0,2282,6,4.98
10497,327,0,2282,13,5.42
10498,333,0,2282,5,7.05
10499,284,1,2283,10,3.93
10500,326,0,2283,11,3.37
10501,329,0,2283,13,4.96
10502,318,0,2283,14,4.32
10503,317,0,2283,5,6.57
10504,329,0,2284,5,4.75
10505,336,0,2284,13,3.81
10506,322,0,2284,13,4.48
10507,321,0,2284,13,3.26
10508,320,0,2284,7,4.7
10509,316,1,2284,11,4.39
10510,338,0,2284,7,6.5
10511,313,0,2284,13,8.19
10512,328,0,2284,5,5.34
10513,308,1,2285,12,3.87
10514,336,0,2286,11,4.14
10515,313,0,2286,13,4.33
10516,320,0,2286,6,3.14
10517,310,0,2286,10,4.11
10518,316,0,2286,6,3.61
10519,318,0,2287,5,4.08
10520,320,0,2287,12,4.34
10521,318,0,2287,13,7.08
10522,317,0,2287,13,4.55
10523,329,0,2287,9,5.72
10524,337,0,2287,10,4.33
10525,319,0,2288,8,5.62
10526,312,0,2288,6,5.28
10527,321,0,2288,10,6.26
10528,321,0,2288,8,6.36
10529,338,0,2289,10,3.4
10530,331,0,2289,13,4.57
10531,322,0,2289,8,3.43
10532,317,0,2290,5,4.22
10533,336,0,2291,7,5.79
10534,337,0,2292,5,4.08
10535,329,0,2292,13,3.56
10536,337,0,2293,7,4.16
10537,312,0,2294,9,5.46
10538,318,0,2294,8,7.67
10539,333,0,2294,8,5.02
10540,171,1,2295,9,5.39
10541,317,0,2295,8,4.68
10542,326,0,2295,11,4.75
10543,313,0,2296,12,5.21
10544,336,0,2296,7,5.08
10545,310,0,2296,13,5.53
10546,330,0,2296,8,4.96
10547,321,0,2296,10,5.27
10548,318,0,2296,5,5.54
10549,320,0,2296,5,6.56
10550,333,0,2296,11,3.76
10551,320,0,2297,9,6.56
10552,338,0,2297,8,5.15
10553,311,0,2297,7,4.08
10554,336,0,2297,10,4.38
10555,331,0,2297,14,4.72
10556,334,0,2298,8,3.47
10557,311,0,2298,14,6.71
10558,132,1,2299,5,5.87
10559,318,0,2299,6,3.22
10560,312,1,2299,8,7.67
10561,311,0,2300,12,5.8
10562,312,0,2300,11,6.3
10563,335,0,2300,12,3.85
10564,320,0,2300,11,8.21
10565,312,0,2300,12,6.05
10566,320,0,2300,13,5.3
10567,326,0,2300,9,4.58
10568,335,0,2300,9,4.88
10569,319,0,2300,5,6.37
10570,323,0,2300,10,4.89
10571,315,0,2300,13,2.56
10572,332,0,2300,13,3.66
10573,330,0,2301,9,3.71
10574,318,0,2301,10,6.05
10575,318,0,2301,8,6.16
10576,314,0,2302,6,4.83
10577,313,0,2302,10,5.47
10578,32,1,2302,14,3.26
10579,338,0,2302,14,3.43
10580,333,0,2302,11,3.18
10581,330,0,2302,12,3.22
10582,130,1,2303,10,6.15
10583,317,0,2303,12,4.51
10584,321,0,2303,8,5.48
10585,314,1,2303,10,4.84
10586,311,0,2303,6,4.03
10587,329,0,2304,7,4.16
10588,311,0,2304,6,5.54
10589,315,0,2304,7,6.16
10590,338,0,2304,14,4.74
10591,329,0,2304,8,6.65
10592,311,0,2304,13,3.99
10593,338,0,2305,9,4.92
10594,334,0,2305,5,6.54
10595,318,0,2305,11,3.58
10596,321,0,2305,11,4.48
10597,317,0,2305,8,4.37
10598,338,0,2305,9,4.93
10599,312,0,2306,13,4.52
10600,168,1,2306,8,4.63
10601,329,0,2306,13,3.87
10602,318,0,2306,8,5.65
10603,320,0,2307,11,5.77
10604,312,0,2307,9,5.15
10605,322,1,2308,8,5.16
10606,316,0,2309,11,3.71
10607,320,0,2309,9,6.34
10608,331,0,2310,7,5.39
10609,338,0,2310,10,3.53
10610,324,0,2310,6,4.22
10611,320,0,2310,13,4.22
10612,331,0,2310,11,4.08
10613,322,0,2310,6,5.31
10614,1,1,2310,7,3.64
10615,317,0,2311,9,4.2
10616,335,0,2311,7,5
10617,323,0,2311,10,3.64
10618,315,0,2312,9,4.16
10619,318,0,2312,9,7.05
10620,325,0,2312,7,7.19
10621,312,0,2312,7,5.74
10622,307,1,2312,13,3.87
10623,310,0,2312,5,4.45
10624,329,0,2312,9,3.78
10625,305,1,2312,6,4.14
10626,318,1,2312,11,3.04
10627,331,0,2313,6,4.57
10628,337,0,2313,10,4.14
10629,332,0,2313,8,5.96
10630,131,1,2313,5,7.51
10631,246,1,2313,9,5.06
10632,315,0,2314,10,5.27
10633,326,0,2314,10,4.96
10634,44,1,2314,5,7.04
10635,317,0,2315,14,3.85
10636,336,0,2315,8,4.81
10637,262,1,2315,6,6.79
10638,316,0,2315,12,3.83
10639,328,0,2316,7,3.47
10640,337,0,2316,12,4.82
10641,339,0,2316,13,3.4
10642,314,0,2317,14,4.44
10643,320,0,2317,9,7.13
10644,318,0,2318,12,4.23
10645,327,0,2318,9,3.53
10646,317,0,2318,6,5.84
10647,326,0,2319,10,7.84
10648,322,0,2319,14,3.58
10649,156,1,2319,12,4.75
10650,339,0,2319,9,3.3
10651,315,0,2320,6,3.37
10652,310,0,2320,6,4.32
10653,323,0,2320,8,3.64
10654,317,0,2320,11,6.38
10655,311,0,2320,5,8.48
10656,327,0,2321,9,4.39
10657,332,0,2322,7,8.57
10658,333,0,2322,12,8.49
10659,317,0,2323,11,5.82
10660,316,0,2323,9,4.03
10661,310,0,2323,10,3.69
10662,327,0,2323,9,4.88
10663,320,0,2323,11,5.75
10664,337,0,2324,11,6.93
10665,334,0,2324,14,4.08
10666,312,0,2324,14,2.64
10667,328,0,2325,11,3.56
10668,327,0,2325,8,3.74
10669,6,1,2325,10,3.26
10670,337,0,2325,7,4.82
10671,322,0,2326,12,4.67
10672,337,0,2326,6,4.63
10673,314,0,2326,13,5.67
10674,310,0,2327,13,4.84
10675,331,0,2327,13,4.39
10676,327,0,2327,13,7.22
10677,328,0,2327,11,6.26
10678,328,0,2327,11,6.19
10679,313,0,2327,11,3.4
10680,334,0,2327,9,4.25
10681,327,0,2328,10,5
10682,311,0,2328,12,4.88
10683,327,0,2328,10,3.26
10684,316,0,2328,11,4.01
10685,328,0,2328,7,4.17
10686,311,1,2328,6,3.89
10687,320,0,2329,14,3.87
10688,198,1,2329,12,4.06
10689,335,0,2329,7,6.55
10690,335,0,2330,7,3.95
10691,316,0,2330,5,4.93
10692,326,0,2330,5,5.69
10693,325,0,2330,11,4.85
10694,314,0,2330,8,3.95
10695,314,0,2330,14,3.18
10696,321,0,2330,7,7.94
10697,321,0,2330,13,4.36
10698,241,1,2330,9,3.61
10699,330,0,2330,8,4.61
10700,314,0,2330,8,4.62
10701,337,0,2330,6,6.62
10702,324,0,2330,10,4.42
10703,314,0,2330,11,7.09
10704,323,0,2330,5,5.06
10705,336,0,2330,6,4.88
10706,319,0,2330,6,4.88
10707,334,0,2330,9,5.82
10708,334,0,2331,8,5.17
10709,325,0,2331,5,4.9
10710,315,0,2331,13,4.58
10711,311,0,2331,9,3.33
10712,315,1,2331,10,8.44
10713,323,0,2331,10,4.37
10714,326,0,2332,14,4.26
10715,325,0,2332,5,5.3
10716,300,1,2332,10,6.26
10717,310,0,2332,6,4.9
10718,246,1,2332,9,6.73
10719,328,0,2332,12,5.48
10720,256,1,2332,8,5.74
10721,328,0,2332,13,3.22
10722,339,0,2332,11,4.3
10723,335,0,2332,12,5.02
10724,312,0,2332,12,5.48
10725,331,0,2332,13,5.48
10726,335,0,2333,10,3.58
10727,319,1,2333,9,4.57
10728,316,0,2334,10,4.01
10729,334,0,2334,12,4.71
10730,315,0,2334,10,4.8
10731,324,0,2334,11,4.82
10732,320,0,2335,11,7.92
10733,313,0,2335,14,6.37
10734,152,1,2335,13,4.88
10735,138,1,2335,10,3.87
10736,333,0,2335,9,3.97
10737,330,0,2336,13,5.01
10738,324,0,2336,7,4.32
10739,316,0,2337,14,3
10740,322,0,2337,8,5.66
10741,332,0,2337,11,4.62
10742,332,0,2337,8,3.71
10743,325,0,2337,13,7.35
10744,326,0,2337,6,3.61
10745,319,0,2337,6,4.17
10746,303,1,2337,11,5
10747,330,0,2337,13,5.23
10748,311,0,2337,6,4.42
10749,336,0,2337,6,6.8
10750,332,0,2337,9,3.5
10751,311,0,2337,10,6.23
10752,108,1,2338,8,3.66
10753,339,0,2338,6,4.6
10754,329,0,2338,8,3.56
10755,312,0,2339,9,7.69
10756,335,0,2339,9,6.72
10757,316,0,2340,11,4.94
10758,326,0,2340,10,3.64
10759,320,0,2340,12,3.5
10760,334,0,2341,6,4.89
10761,324,0,2341,14,4.13
10762,330,1,2341,12,5.46
10763,321,0,2341,7,5.47
10764,58,1,2341,9,4.26
10765,318,0,2341,12,6.24
10766,314,0,2341,8,5.18
10767,312,0,2341,10,4.81
10768,325,0,2342,8,4.33
10769,70,1,2342,9,4.89
10770,329,0,2342,6,5.06
10771,312,0,2342,11,3.43
10772,314,0,2342,11,4.42
10773,123,1,2343,14,3.66
10774,317,0,2344,8,4.16
10775,310,0,2344,11,3.66
10776,317,0,2345,8,4.56
10777,313,0,2346,6,7.85
10778,333,0,2346,7,3.61
10779,313,0,2347,5,5.99
10780,322,0,2347,5,4.83
10781,253,1,2347,10,4.28
10782,314,0,2347,6,4.36
10783,319,0,2347,7,4.7
10784,316,0,2347,5,6.01
10785,328,0,2347,5,3.71
10786,329,0,2348,8,7.5
10787,320,0,2348,12,4.99
10788,339,0,2348,11,3.66
10789,332,0,2348,6,3.18
10790,50,1,2348,14,5.21
10791,333,0,2349,6,4.85
10792,325,0,2349,8,6.38
10793,263,1,2350,6,3.33
10794,326,0,2350,14,4.13
10795,338,0,2351,8,4.93
10796,313,0,2351,14,6.3
10797,335,0,2351,6,5.86
10798,318,0,2352,13,4.37
10799,325,0,2352,13,3.4
10800,323,0,2352,10,3.33
10801,328,0,2353,9,7.13
10802,261,1,2353,11,6.85
10803,321,0,2353,8,5.25
10804,153,1,2354,9,3.26
10805,34,1,2354,10,3.4
10806,336,0,2355,7,6.2
10807,311,0,2355,11,4.13
10808,324,0,2355,13,5.31
10809,331,0,2356,6,8.69
10810,314,0,2356,13,4.23
10811,319,0,2357,6,6.11
10812,312,0,2357,11,3.26
10813,325,0,2358,6,4.58
10814,331,0,2358,8,4.8
10815,251,1,2358,10,5.06
10816,314,0,2358,8,4.17
10817,251,1,2358,7,3.89
10818,312,0,2358,7,4.11
10819,335,0,2359,8,5.09
10820,315,0,2359,8,5.32
10821,336,0,2359,11,5.18
10822,319,0,2359,12,4.98
10823,322,0,2359,11,6.04
10824,325,0,2359,8,4.74
10825,139,1,2359,6,5.89
10826,311,0,2359,8,6.27
10827,328,0,2359,5,4.06
10828,314,0,2359,5,4.17
10829,328,0,2359,10,5.34
10830,319,0,2359,10,4.08
10831,317,0,2359,14,4.78
10832,317,0,2360,5,6.21
10833,320,0,2360,8,3.61
10834,318,0,2360,9,5.68
10835,335,1,2360,14,4.76
10836,181,1,2361,8,4.22
10837,320,0,2361,7,7.18
10838,329,0,2362,7,4.88
10839,310,0,2362,5,4.13
10840,239,1,2362,11,3.4
10841,322,0,2363,7,4.06
10842,323,0,2363,9,3.26
10843,322,0,2363,6,3.56
10844,333,0,2364,10,4.74
10845,324,0,2364,10,4.62
10846,317,0,2364,10,5.43
10847,72,1,2364,7,4.49
10848,332,0,2364,14,3.5
10849,317,0,2364,14,4.38
10850,339,0,2365,7,4.09
10851,335,0,2365,7,4.34
10852,324,0,2365,10,3.18
10853,327,0,2365,6,4.34
10854,327,0,2365,9,4.86
10855,310,0,2365,14,4.5
10856,322,0,2366,12,3.76
10857,314,0,2366,12,3.93
10858,339,0,2366,10,3.87
10859,325,0,2366,11,3.83
10860,147,1,2366,14,3.04
10861,314,0,2366,10,3.69
10862,339,0,2366,12,2.94
10863,333,0,2366,10,2.89
10864,312,0,2367,11,3.66
10865,237,1,2368,11,3.5
10866,334,0,2368,12,5.55
10867,332,0,2368,13,5.31
10868,336,0,2369,12,3.81
10869,323,0,2370,6,7.11
10870,334,0,2371,7,4.33
10871,313,0,2371,12,6.99
10872,338,0,2371,10,3.93
10873,281,1,2371,6,3.95
10874,241,1,2372,8,5.7
10875,313,0,2372,5,6.11
10876,337,0,2373,9,5.66
10877,325,0,2373,11,4.44
10878,336,0,2373,9,4.01
10879,322,0,2373,12,3.76
10880,311,0,2374,13,3.09
10881,316,0,2374,5,5.18
10882,314,0,2374,8,4.85
10883,323,0,2374,11,4.55
10884,323,0,2374,5,5.61
10885,320,0,2374,9,4.33
10886,336,0,2374,11,3.22
10887,322,0,2374,9,8.36
10888,317,0,2374,10,3.58
10889,334,0,2374,12,4.87
10890,329,0,2374,10,5.68
10891,302,1,2375,9,6.52
10892,338,0,2375,8,3.43
10893,269,1,2376,7,5.07
10894,323,0,2376,6,4.9
10895,312,0,2376,5,4.26
10896,322,0,2376,7,4.72
10897,336,0,2376,11,5.38
10898,338,0,2377,6,5.59
10899,330,0,2377,13,4.94
10900,311,0,2377,6,7.73
10901,335,0,2378,8,4.33
10902,338,0,2378,6,4.88
10903,201,1,2378,7,8.06
10904,315,0,2378,9,2.64
10905,305,1,2379,5,4.06
10906,338,0,2379,8,5.32
10907,327,0,2380,7,4.96
10908,310,0,2380,11,6.36
10909,324,0,2380,7,2.83
10910,327,0,2380,8,3.22
10911,318,0,2381,8,3.26
10912,321,1,2381,7,5.07
10913,318,0,2382,6,7.06
10914,328,0,2383,5,5.37
10915,1,1,2383,13,3.04
10916,287,1,2383,13,3.89
10917,314,0,2383,11,4.2
10918,314,0,2383,11,3.61
10919,331,0,2383,14,3.83
10920,326,0,2383,6,6.03
10921,332,0,2383,14,3.74
10922,311,0,2384,6,7.22
10923,289,1,2384,6,7.03
10924,337,0,2384,14,4.08
10925,176,1,2384,6,6.17
10926,310,0,2384,7,8.42
10927,120,1,2384,6,5.95
10928,338,0,2384,12,3.33
10929,311,0,2384,12,6.38
10930,310,0,2384,7,4.9
10931,329,0,2385,6,5.52
10932,326,0,2386,14,4.98
10933,50,1,2386,10,3.37
10934,318,0,2386,9,4.88
10935,331,0,2386,5,4.06
10936,312,0,2386,8,4.53
10937,307,1,2387,11,5.47
10938,175,1,2388,6,5.67
10939,330,0,2388,14,5.82
10940,100,1,2388,6,5.04
10941,331,0,2389,6,6.86
10942,333,0,2389,5,5.56
10943,52,1,2389,13,3.4
10944,325,0,2390,7,4.5
10945,327,0,2390,9,4.48
10946,325,0,2390,6,3.74
10947,315,0,2390,9,4.9
10948,322,0,2390,9,4.25
10949,335,0,2391,12,5.41
10950,316,0,2392,7,4.19
10951,331,0,2392,10,5.51
10952,332,0,2392,14,3.78
10953,322,0,2392,7,5.63
10954,328,0,2392,6,4.33
10955,327,0,2393,8,4.44
10956,323,0,2394,12,5.57
10957,320,0,2394,8,4.2
10958,339,0,2394,11,8.19
10959,318,0,2394,8,5.75
10960,328,0,2394,7,4.14
10961,300,1,2394,13,3.61
10962,318,1,2395,10,4.68
10963,161,1,2395,14,3.95
10964,332,0,2396,12,4.5
10965,319,0,2396,8,6.74
10966,335,0,2396,12,2.94
10967,333,0,2396,6,3.43
10968,312,0,2396,5,4.37
10969,338,0,2397,8,7.39
10970,318,0,2397,10,3.14
10971,306,1,2397,6,7.39
10972,327,0,2397,13,3.61
10973,328,0,2397,6,3.5
10974,321,0,2397,14,3.83
10975,319,0,2397,12,3.47
10976,316,0,2397,6,5.07
10977,320,0,2397,10,2.94
10978,313,0,2397,7,3.18
10979,326,0,2397,10,3.5
10980,220,1,2397,7,3.5
10981,313,1,2397,14,3.58
10982,322,0,2397,14,2.89
10983,323,0,2397,6,3.95
10984,321,0,2398,11,6.13
10985,328,1,2398,6,4.94
10986,314,0,2398,9,5.49
10987,325,1,2399,6,4.13
10988,326,0,2399,6,3.83
10989,325,1,2399,10,7.58
10990,331,0,2400,13,5.01
10991,328,0,2400,14,4.84
10992,319,0,2400,9,3.66
10993,324,0,2400,9,4.03
10994,322,0,2400,5,3.93
10995,41,1,2400,10,3.43
10996,311,0,2401,14,4.51
10997,271,1,2402,13,5.93
10998,327,0,2402,6,4.69
10999,338,0,2403,8,4.5
11000,338,0,2403,6,5.83
11001,331,0,2404,10,4.42
11002,311,0,2404,13,4.23
11003,44,1,2404,7,4.66
11004,322,0,2405,5,3.89
11005,62,1,2405,8,6.16
11006,339,0,2406,14,4.65
11007,324,0,2406,9,4.39
11008,332,0,2406,8,5.11
11009,313,0,2406,7,4.93
11010,315,0,2407,8,2.71
11011,328,0,2407,11,3.61
11012,302,1,2407,10,4.87
11013,195,1,2407,13,3.87
11014,338,0,2408,12,4.75
11015,313,1,2408,12,4.69
11016,337,0,2408,10,4.54
11017,319,0,2409,8,3.74
11018,313,0,2409,5,3.97
11019,311,0,2410,8,4.58
11020,176,1,2410,8,6.47
11021,314,0,2410,13,4.08
11022,301,1,2410,8,4.17
11023,314,0,2410,12,3.85
11024,134,1,2410,13,5.55
11025,313,1,2411,11,7.63
11026,314,0,2411,14,5.76
11027,331,0,2411,11,7.97
11028,165,1,2411,11,5.01
11029,313,0,2412,8,5.12
11030,339,0,2412,9,4.82
11031,337,0,2412,5,5.85
11032,329,0,2412,11,4.58
11033,315,0,2413,6,4.14
11034,322,0,2413,7,3.71
11035,322,0,2413,11,4.28
11036,335,0,2414,7,5.1
11037,307,1,2414,10,3.76
11038,334,0,2415,7,3.83
11039,339,0,2415,14,3.78
11040,316,0,2415,14,3.14
11041,327,0,2416,11,6.28
11042,331,0,2416,8,6.12
11043,310,0,2417,6,4.8
11044,314,0,2417,6,5.37
11045,328,0,2417,14,4.09
11046,34,1,2417,8,3.97
11047,317,0,2418,12,3.04
11048,333,0,2419,8,4.6
11049,119,1,2419,9,8.21
11050,333,0,2419,12,6.21
11051,313,0,2419,13,8.51
11052,339,0,2419,9,6.95
11053,335,0,2419,12,4.76
11054,320,0,2419,12,5.34
11055,105,1,2419,13,7.09
11056,339,0,2419,8,7.59
11057,334,0,2419,11,7.18
11058,324,0,2419,12,7.67
11059,324,0,2419,11,6.55
11060,318,0,2419,9,8.11
11061,146,1,2419,7,8.49
11062,310,0,2419,11,7.28
11063,330,0,2419,11,5.23
11064,322,0,2419,11,4.54
11065,312,0,2419,10,5.69
11066,319,0,2419,10,4.01
11067,332,0,2419,7,5.34
11068,338,0,2419,14,3.97
11069,313,0,2419,14,4.17
11070,313,0,2419,14,6.69
11071,313,0,2419,14,5.87
11072,327,0,2419,14,4.3
11073,313,0,2419,12,4.13
11074,337,0,2419,12,5.12
11075,310,0,2419,9,7.11
11076,333,0,2419,9,3.58
11077,336,0,2419,8,4.26
11078,290,1,2419,7,6.7
11079,316,0,2419,7,6.4
